ID,NatID1,NatID2,SudijaID,Status,Faza,BrPotezi,NastanID,BobednikID
7264,1960,3085,43,Pobednik,Polufinale,33,51,3085
7265,2257,2915,7,Nereseno,Polufinale,32,42,null
7266,2256,1866,17,Nereseno,Polufinale,33,244,null
7267,3657,4028,48,Pobednik,Kvalifikacii,10,34,4028
7268,1047,3593,1,Nereseno,Finale,10,83,null
7269,1236,1955,50,Nereseno,Kvalifikacii,44,36,null
7270,470,1110,44,Pobednik,CetvrtFinale,64,215,1110
7271,1105,1392,32,Pobednik,Samostoen,18,150,1392
7272,110,3298,39,Nereseno,CetvrtFinale,35,172,null
7273,1065,876,25,Pobednik,CetvrtFinale,29,97,1065
7274,634,3286,1,Pobednik,CetvrtFinale,24,236,3286
7275,4820,2618,3,Nereseno,Polufinale,22,122,null
7276,3282,3380,14,Pobednik,Finale,31,208,3380
7277,4721,4815,23,Nereseno,Samostoen,21,145,null
7278,3335,802,7,Nereseno,Kvalifikacii,19,221,null
7279,5071,4697,42,Pobednik,Kvalifikacii,78,83,5071
7280,4747,1360,27,Nereseno,Polufinale,62,242,null
7281,3756,3622,3,Pobednik,CetvrtFinale,47,121,3756
7282,1239,2700,3,Nereseno,CetvrtFinale,65,102,null
7283,710,271,24,Nereseno,Polufinale,47,110,null
7284,4719,2214,45,Pobednik,Samostoen,14,247,4719
7285,3754,3392,25,Pobednik,CetvrtFinale,74,190,3392
7286,1703,3216,35,Nereseno,Kvalifikacii,75,187,null
7287,5133,1310,23,Pobednik,Samostoen,11,64,1310
7288,1839,243,29,Nereseno,Kvalifikacii,29,192,null
7289,4163,3752,3,Pobednik,Kvalifikacii,12,195,3752
7290,3909,2735,25,Nereseno,Samostoen,56,81,null
7291,2829,2941,42,Pobednik,CetvrtFinale,14,103,2829
7292,539,4484,11,Nereseno,Kvalifikacii,64,247,null
7293,3086,3234,38,Nereseno,Finale,58,101,null
7294,4679,2841,2,Nereseno,Kvalifikacii,59,252,null
7295,1300,2434,14,Pobednik,Polufinale,13,126,2434
7296,4917,313,5,Nereseno,Finale,60,249,null
7297,1140,3996,44,Pobednik,Samostoen,53,101,3996
7298,4996,3712,48,Nereseno,Finale,55,84,null
7299,2366,3248,11,Nereseno,CetvrtFinale,58,222,null
7300,5005,4179,15,Pobednik,Samostoen,29,217,5005
7301,2080,2489,47,Pobednik,Finale,40,4,2080
7302,2784,3598,40,Nereseno,Samostoen,16,91,null
7303,1527,4237,45,Pobednik,CetvrtFinale,73,221,1527
7304,1478,3188,7,Nereseno,Polufinale,68,219,null
7305,4385,3449,40,Nereseno,Samostoen,78,35,null
7306,1107,3694,2,Nereseno,Samostoen,38,81,null
7307,248,2459,16,Pobednik,Polufinale,36,108,248
7308,2034,4870,36,Pobednik,Kvalifikacii,66,163,4870
7309,272,601,5,Pobednik,CetvrtFinale,56,137,272
7310,379,397,19,Pobednik,Polufinale,40,144,397
7311,5154,3598,32,Nereseno,Finale,21,128,null
7312,3988,5055,21,Nereseno,CetvrtFinale,59,165,null
7313,2362,473,22,Pobednik,CetvrtFinale,21,41,2362
7314,265,2878,35,Pobednik,CetvrtFinale,41,146,265
7315,422,691,37,Pobednik,CetvrtFinale,60,245,422
7316,692,2281,4,Nereseno,Polufinale,62,45,null
7317,3355,4393,32,Nereseno,Kvalifikacii,51,107,null
7318,2076,969,39,Pobednik,Finale,68,146,969
7319,507,1776,22,Pobednik,Kvalifikacii,63,47,1776
7320,4954,2702,11,Nereseno,Polufinale,63,57,null
7321,2874,183,14,Pobednik,Kvalifikacii,42,172,183
7322,2624,1295,2,Pobednik,Finale,42,191,1295
7323,4228,3555,45,Pobednik,Polufinale,46,74,4228
7324,2899,3792,40,Nereseno,Kvalifikacii,21,249,null
7325,566,1721,41,Nereseno,Polufinale,21,2,null
7326,4082,4908,34,Nereseno,Polufinale,37,27,null
7327,548,2837,41,Nereseno,Samostoen,11,248,null
7328,977,3767,48,Pobednik,Samostoen,76,139,977
7329,4172,1486,3,Pobednik,Samostoen,45,82,1486
7330,4114,4931,46,Pobednik,CetvrtFinale,10,137,4114
7331,2353,1839,19,Pobednik,Kvalifikacii,75,113,1839
7332,3020,2778,17,Nereseno,Finale,64,1,null
7333,1486,2224,29,Nereseno,Finale,49,111,null
7334,2565,3365,1,Nereseno,Samostoen,63,126,null
7335,1313,648,16,Nereseno,CetvrtFinale,68,41,null
7336,2358,5029,29,Pobednik,Finale,59,253,5029
7337,1542,1170,26,Pobednik,CetvrtFinale,51,205,1542
7338,121,1835,8,Nereseno,Polufinale,70,134,null
7339,5076,570,19,Pobednik,CetvrtFinale,56,196,570
7340,1534,1448,10,Pobednik,Samostoen,41,8,1448
7341,3069,4142,28,Nereseno,Finale,72,14,null
7342,1687,1660,48,Nereseno,Finale,46,52,null
7343,2980,1035,26,Nereseno,CetvrtFinale,19,227,null
7344,5018,4968,21,Nereseno,Finale,24,23,null
7345,1006,3229,35,Nereseno,CetvrtFinale,43,89,null
7346,5054,2761,43,Pobednik,CetvrtFinale,14,237,2761
7347,334,4751,24,Nereseno,Finale,39,187,null
7348,1422,1514,7,Nereseno,Kvalifikacii,33,240,null
7349,4630,1892,37,Nereseno,Samostoen,20,111,null
7350,3696,180,45,Nereseno,Samostoen,49,245,null
7351,1665,4873,33,Pobednik,Samostoen,48,83,1665
7352,4176,1663,16,Nereseno,Finale,20,86,null
7353,3015,4212,7,Pobednik,Finale,80,158,4212
7354,4387,3854,32,Nereseno,Kvalifikacii,23,192,null
7355,1782,2675,39,Nereseno,Polufinale,21,227,null
7356,2665,707,10,Nereseno,CetvrtFinale,55,88,null
7357,2244,4206,44,Pobednik,Finale,16,111,2244
7358,1913,1167,30,Nereseno,Samostoen,50,7,null
7359,1811,4772,45,Nereseno,CetvrtFinale,70,67,null
7360,133,2061,22,Nereseno,Samostoen,29,214,null
7361,137,4563,41,Nereseno,CetvrtFinale,28,57,null
7362,2949,321,41,Pobednik,Polufinale,31,114,2949
7363,461,5004,24,Pobednik,Finale,71,215,461
7364,1802,4421,28,Pobednik,CetvrtFinale,74,91,4421
7365,3776,535,6,Pobednik,Samostoen,66,146,535
7366,4649,1239,43,Nereseno,Samostoen,17,201,null
7367,5072,4141,36,Pobednik,Finale,25,92,5072
7368,4935,2679,23,Nereseno,Finale,36,1,null
7369,2095,1437,44,Pobednik,Samostoen,16,58,1437
7370,182,1505,18,Pobednik,Finale,20,253,1505
7371,1066,1336,19,Pobednik,Kvalifikacii,13,6,1336
7372,4414,4018,17,Nereseno,Samostoen,58,83,null
7373,1883,1729,8,Pobednik,Kvalifikacii,57,87,1729
7374,4171,3673,8,Pobednik,Polufinale,50,16,4171
7375,1066,3871,40,Nereseno,Samostoen,58,171,null
7376,2881,3990,45,Pobednik,Finale,76,31,3990
7377,723,210,46,Nereseno,CetvrtFinale,20,71,null
7378,5115,898,25,Nereseno,Finale,33,62,null
7379,2750,4225,12,Nereseno,Kvalifikacii,22,21,null
7380,4419,4375,15,Nereseno,Kvalifikacii,20,229,null
7381,1682,4818,50,Nereseno,Kvalifikacii,27,205,null
7382,4820,2946,14,Nereseno,Samostoen,22,199,null
7383,876,3001,11,Nereseno,Finale,40,130,null
7384,4901,4438,20,Nereseno,Kvalifikacii,69,136,null
7385,4867,4252,49,Nereseno,Finale,68,229,null
7386,2615,180,19,Pobednik,Finale,24,35,2615
7387,2172,4538,50,Pobednik,Polufinale,42,126,2172
7388,3700,3674,20,Nereseno,Finale,60,35,null
7389,494,2548,43,Nereseno,Samostoen,25,147,null
7390,3762,1661,48,Nereseno,Finale,77,176,null
7391,4849,298,42,Nereseno,CetvrtFinale,50,58,null
7392,2324,2037,7,Pobednik,CetvrtFinale,79,211,2324
7393,3074,1180,32,Nereseno,Polufinale,37,214,null
7394,4706,1430,42,Pobednik,Samostoen,15,206,1430
7395,3264,3306,17,Nereseno,Polufinale,76,232,null
7396,2795,948,13,Nereseno,Polufinale,64,78,null
7397,4937,3584,11,Pobednik,CetvrtFinale,28,128,3584
7398,1340,3593,34,Nereseno,Polufinale,42,190,null
7399,2204,126,33,Pobednik,Samostoen,80,7,126
7400,1464,2809,19,Nereseno,Samostoen,17,207,null
7401,2606,302,21,Nereseno,CetvrtFinale,75,4,null
7402,842,5103,31,Pobednik,Samostoen,52,92,5103
7403,3721,1592,48,Pobednik,Kvalifikacii,64,68,3721
7404,4507,2806,41,Nereseno,Kvalifikacii,49,59,null
7405,3961,4993,2,Pobednik,Samostoen,67,226,3961
7406,1478,3886,2,Nereseno,Polufinale,29,215,null
7407,3942,1336,24,Nereseno,Samostoen,55,58,null
7408,2282,1419,25,Nereseno,Finale,13,145,null
7409,1402,3500,25,Nereseno,Samostoen,19,15,null
7410,2938,3681,31,Pobednik,Polufinale,38,16,2938
7411,3756,2860,24,Nereseno,Polufinale,34,36,null
7412,3259,3810,47,Pobednik,CetvrtFinale,61,16,3810
7413,2015,867,40,Pobednik,CetvrtFinale,44,213,2015
7414,1120,3098,10,Nereseno,CetvrtFinale,54,3,null
7415,2871,1626,40,Nereseno,Finale,45,78,null
7416,5062,2494,40,Pobednik,Finale,69,24,2494
7417,1180,292,29,Nereseno,Kvalifikacii,18,141,null
7418,3702,1013,26,Nereseno,Polufinale,42,45,null
7419,3032,3341,4,Pobednik,Finale,52,45,3341
7420,1771,1569,47,Nereseno,CetvrtFinale,28,116,null
7421,1555,4194,23,Nereseno,Finale,45,67,null
7422,4282,1633,6,Nereseno,Finale,56,174,null
7423,3464,476,49,Nereseno,Finale,71,104,null
7424,4879,3199,27,Nereseno,Kvalifikacii,51,251,null
7425,2687,2870,6,Pobednik,CetvrtFinale,30,19,2687
7426,4607,2819,33,Pobednik,Polufinale,53,159,4607
7427,709,839,4,Nereseno,Finale,44,174,null
7428,3532,2720,28,Pobednik,CetvrtFinale,56,231,3532
7429,5128,3916,25,Nereseno,Polufinale,59,93,null
7430,4400,1547,29,Pobednik,Samostoen,70,223,1547
7431,1104,912,47,Pobednik,Samostoen,61,120,912
7432,4663,1944,5,Pobednik,CetvrtFinale,51,252,4663
7433,2136,675,32,Pobednik,Samostoen,27,127,2136
7434,2041,1170,12,Nereseno,Samostoen,20,205,null
7435,1589,760,41,Nereseno,Polufinale,61,254,null
7436,810,3062,11,Nereseno,Finale,18,127,null
7437,4006,3198,34,Pobednik,Samostoen,50,117,4006
7438,3154,540,14,Pobednik,Polufinale,27,210,540
7439,5151,736,47,Nereseno,Kvalifikacii,19,243,null
7440,1374,858,10,Pobednik,Finale,26,183,1374
7441,1960,4017,40,Nereseno,Kvalifikacii,65,34,null
7442,1047,3324,28,Nereseno,Kvalifikacii,72,235,null
7443,2764,1174,12,Nereseno,Kvalifikacii,71,104,null
7444,1698,802,14,Pobednik,Finale,39,192,802
7445,2302,3959,28,Nereseno,Polufinale,45,10,null
7446,2417,1475,12,Pobednik,CetvrtFinale,45,185,2417
7447,4246,2377,18,Nereseno,Polufinale,54,18,null
7448,2752,4600,21,Pobednik,Kvalifikacii,35,15,2752
7449,2433,1740,33,Nereseno,Finale,74,84,null
7450,3768,3967,2,Pobednik,Polufinale,65,85,3967
7451,3014,4602,32,Nereseno,CetvrtFinale,65,214,null
7452,2150,2467,15,Nereseno,CetvrtFinale,79,24,null
7453,2964,883,36,Pobednik,Samostoen,14,70,883
7454,197,4610,3,Nereseno,Samostoen,60,54,null
7455,3529,1881,32,Nereseno,Finale,48,74,null
7456,2977,1830,27,Nereseno,Polufinale,26,155,null
7457,2605,276,41,Pobednik,Finale,11,247,276
7458,3550,2900,8,Nereseno,Kvalifikacii,33,239,null
7459,1465,1146,20,Pobednik,CetvrtFinale,48,221,1146
7460,1374,1315,6,Nereseno,Polufinale,78,2,null
7461,2120,4563,16,Nereseno,Polufinale,66,124,null
7462,2417,692,18,Pobednik,Finale,78,114,2417
7463,4765,1313,34,Pobednik,Samostoen,44,146,1313
7464,859,4426,37,Nereseno,Finale,66,55,null
7465,3287,2047,39,Pobednik,CetvrtFinale,68,179,2047
7466,3471,181,26,Pobednik,Kvalifikacii,26,139,3471
7467,2363,3414,16,Pobednik,Samostoen,49,29,2363
7468,1755,1616,11,Pobednik,Kvalifikacii,35,170,1616
7469,2499,2878,44,Pobednik,CetvrtFinale,46,211,2878
7470,4962,410,35,Pobednik,Polufinale,34,3,4962
7471,3566,3078,40,Nereseno,CetvrtFinale,14,248,null
7472,387,690,19,Nereseno,Kvalifikacii,68,69,null
7473,1473,4499,16,Nereseno,CetvrtFinale,45,4,null
7474,4959,2432,15,Pobednik,Polufinale,31,216,2432
7475,3370,1056,5,Nereseno,Kvalifikacii,80,170,null
7476,4192,4021,28,Pobednik,Samostoen,78,214,4021
7477,1416,4539,47,Nereseno,CetvrtFinale,17,238,null
7478,2147,5069,41,Pobednik,Polufinale,30,11,5069
7479,3323,2504,18,Nereseno,Polufinale,65,143,null
7480,677,3331,29,Pobednik,Samostoen,69,142,677
7481,738,174,2,Pobednik,Samostoen,64,185,738
7482,3031,149,43,Nereseno,Polufinale,30,121,null
7483,1252,3961,4,Nereseno,Samostoen,69,14,null
7484,2015,5044,46,Nereseno,Kvalifikacii,41,16,null
7485,4437,1007,37,Nereseno,Finale,40,253,null
7486,1353,4653,43,Nereseno,Samostoen,75,60,null
7487,1497,2611,6,Nereseno,CetvrtFinale,59,47,null
7488,638,2616,34,Nereseno,Finale,29,249,null
7489,1099,1237,47,Nereseno,Finale,19,62,null
7490,2438,3878,10,Nereseno,Polufinale,25,46,null
7491,3947,404,12,Pobednik,Kvalifikacii,28,36,404
7492,2633,3289,9,Pobednik,CetvrtFinale,26,206,3289
7493,2219,3831,35,Pobednik,Polufinale,52,35,3831
7494,1482,2032,4,Nereseno,CetvrtFinale,39,38,null
7495,4317,858,28,Nereseno,CetvrtFinale,18,124,null
7496,2320,3548,18,Pobednik,Finale,71,118,3548
7497,4292,1864,45,Pobednik,CetvrtFinale,48,217,1864
7498,1310,4900,27,Nereseno,Kvalifikacii,55,79,null
7499,3437,1187,12,Nereseno,CetvrtFinale,80,25,null
7500,459,4563,4,Nereseno,CetvrtFinale,23,194,null
7501,4527,3707,19,Nereseno,CetvrtFinale,17,18,null
7502,4841,1860,1,Pobednik,Finale,58,62,4841
7503,4167,3538,46,Nereseno,Polufinale,12,112,null
7504,831,2574,5,Nereseno,Kvalifikacii,50,125,null
7505,773,4115,20,Nereseno,Finale,41,196,null
7506,1182,1304,13,Pobednik,Finale,69,41,1182
7507,1334,461,28,Pobednik,CetvrtFinale,13,99,1334
7508,467,4960,9,Nereseno,Samostoen,22,20,null
7509,4194,1086,2,Pobednik,Kvalifikacii,42,7,1086
7510,4242,3492,25,Pobednik,Finale,46,193,4242
7511,4730,799,8,Nereseno,Finale,45,235,null
7512,477,801,32,Pobednik,Polufinale,15,175,801
7513,4494,358,27,Pobednik,Samostoen,19,68,4494
7514,374,3397,33,Nereseno,Kvalifikacii,75,203,null
7515,1164,1870,20,Nereseno,Samostoen,30,111,null
7516,3739,3965,25,Nereseno,Kvalifikacii,58,72,null
7517,4938,1822,11,Nereseno,CetvrtFinale,16,61,null
7518,3286,2975,2,Pobednik,CetvrtFinale,69,165,3286
7519,2968,1889,32,Pobednik,Polufinale,13,117,2968
7520,3839,3491,35,Nereseno,Kvalifikacii,18,185,null
7521,1179,2199,35,Nereseno,Samostoen,78,67,null
7522,4461,478,4,Pobednik,Finale,52,32,4461
7523,1913,2852,39,Nereseno,CetvrtFinale,59,59,null
7524,4032,1744,27,Pobednik,CetvrtFinale,63,134,4032
7525,4939,3194,4,Pobednik,CetvrtFinale,73,87,3194
7526,2495,1499,44,Nereseno,Finale,71,112,null
7527,4632,1063,50,Nereseno,Kvalifikacii,19,145,null
7528,2736,1303,6,Nereseno,Finale,16,108,null
7529,4033,1975,48,Nereseno,Finale,22,184,null
7530,1853,1684,16,Nereseno,Finale,21,250,null
7531,2284,3033,46,Nereseno,Polufinale,35,35,null
7532,2532,3174,23,Nereseno,Samostoen,58,160,null
7533,2873,4596,5,Pobednik,Kvalifikacii,27,191,2873
7534,2422,2465,4,Nereseno,Finale,35,49,null
7535,3561,3717,47,Pobednik,Polufinale,27,51,3717
7536,302,4778,16,Nereseno,Samostoen,19,245,null
7537,4810,4906,34,Pobednik,Polufinale,27,167,4810
7538,4310,5123,30,Nereseno,Kvalifikacii,78,37,null
7539,3876,738,43,Pobednik,Samostoen,74,46,3876
7540,2990,3417,5,Nereseno,Samostoen,62,168,null
7541,4949,1282,20,Nereseno,CetvrtFinale,67,16,null
7542,2271,4413,2,Pobednik,CetvrtFinale,44,247,4413
7543,4932,497,21,Nereseno,CetvrtFinale,14,153,null
7544,1114,3683,27,Pobednik,Finale,79,199,3683
7545,3662,1462,8,Pobednik,CetvrtFinale,43,192,1462
7546,3722,1267,29,Pobednik,Kvalifikacii,20,191,1267
7547,335,1904,42,Pobednik,CetvrtFinale,54,64,335
7548,3357,4586,36,Nereseno,Samostoen,23,137,null
7549,258,4427,39,Pobednik,Kvalifikacii,20,47,258
7550,167,4698,9,Pobednik,Polufinale,24,98,4698
7551,3266,3399,30,Nereseno,Samostoen,74,57,null
7552,1625,4775,26,Pobednik,CetvrtFinale,69,138,4775
7553,1713,759,39,Pobednik,Polufinale,26,180,759
7554,4363,1117,17,Nereseno,Samostoen,78,30,null
7555,2358,1325,28,Pobednik,Kvalifikacii,14,27,2358
7556,108,5139,14,Pobednik,CetvrtFinale,49,134,5139
7557,2367,4557,9,Nereseno,CetvrtFinale,42,10,null
7558,3659,2067,6,Nereseno,Finale,37,98,null
7559,2461,846,40,Pobednik,CetvrtFinale,68,116,846
7560,1862,107,37,Pobednik,Polufinale,56,43,107
7561,2672,4970,14,Pobednik,Kvalifikacii,31,239,4970
7562,2687,3228,26,Pobednik,Kvalifikacii,23,175,3228
7563,2422,1679,12,Pobednik,CetvrtFinale,66,244,1679
7564,3620,3848,4,Pobednik,Kvalifikacii,35,129,3848
7565,5124,1952,42,Pobednik,Samostoen,78,53,5124
7566,2922,2444,41,Pobednik,Kvalifikacii,66,15,2922
7567,2335,2620,20,Pobednik,Kvalifikacii,70,231,2620
7568,436,1224,38,Nereseno,Kvalifikacii,59,143,null
7569,1709,1884,47,Pobednik,Samostoen,14,187,1884
7570,2115,688,5,Pobednik,Finale,22,243,2115
7571,3204,4971,13,Pobednik,Samostoen,70,45,3204
7572,4341,4795,32,Nereseno,Kvalifikacii,19,105,null
7573,3024,1132,43,Pobednik,Samostoen,27,45,1132
7574,3212,1058,5,Pobednik,Samostoen,21,4,3212
7575,4917,4891,5,Nereseno,Samostoen,71,33,null
7576,2117,4173,39,Nereseno,Samostoen,72,176,null
7577,2578,1407,16,Nereseno,Samostoen,79,81,null
7578,3965,5000,43,Nereseno,Finale,41,203,null
7579,3715,918,30,Pobednik,Samostoen,63,247,3715
7580,2342,2821,50,Nereseno,Finale,35,208,null
7581,3342,857,29,Nereseno,Polufinale,33,184,null
7582,950,2637,24,Nereseno,CetvrtFinale,64,149,null
7583,4218,4730,1,Nereseno,Kvalifikacii,26,40,null
7584,3710,3551,3,Pobednik,Finale,59,241,3710
7585,1627,1802,42,Pobednik,Samostoen,71,29,1802
7586,1437,5126,1,Nereseno,Samostoen,16,145,null
7587,3779,1248,21,Pobednik,CetvrtFinale,78,213,1248
7588,1101,1828,9,Nereseno,Samostoen,21,199,null
7589,3398,1170,44,Nereseno,Samostoen,41,48,null
7590,1538,1720,22,Nereseno,Polufinale,27,151,null
7591,4903,586,10,Nereseno,Polufinale,40,86,null
7592,4500,4084,50,Nereseno,Polufinale,68,119,null
7593,4536,3763,11,Nereseno,CetvrtFinale,27,158,null
7594,4302,2225,39,Pobednik,Kvalifikacii,39,52,4302
7595,3701,2075,28,Pobednik,Samostoen,67,15,2075
7596,4801,2251,17,Pobednik,Finale,56,121,4801
7597,2539,2584,21,Nereseno,Samostoen,51,208,null
7598,1122,604,44,Pobednik,Samostoen,71,86,604
7599,5035,1988,27,Pobednik,Samostoen,12,253,5035
7600,2118,4997,19,Nereseno,Samostoen,23,113,null
7601,4310,5004,45,Nereseno,Finale,39,189,null
7602,410,1790,13,Pobednik,Kvalifikacii,29,105,1790
7603,3476,2419,34,Pobednik,Kvalifikacii,38,64,2419
7604,2379,4253,24,Pobednik,Polufinale,80,185,4253
7605,4211,1381,49,Nereseno,Polufinale,35,5,null
7606,633,1322,36,Nereseno,Samostoen,42,176,null
7607,4421,1403,32,Pobednik,Samostoen,23,180,1403
7608,1799,2332,40,Pobednik,Polufinale,71,143,1799
7609,2323,1616,13,Pobednik,Polufinale,47,102,1616
7610,861,4266,39,Pobednik,CetvrtFinale,69,220,861
7611,1602,1642,39,Pobednik,Finale,66,224,1642
7612,127,4786,28,Nereseno,Polufinale,58,5,null
7613,4267,4054,45,Pobednik,Kvalifikacii,10,174,4267
7614,1779,1564,40,Nereseno,Polufinale,16,215,null
7615,3363,5117,17,Pobednik,Polufinale,32,148,5117
7616,4146,1231,34,Pobednik,Finale,78,49,1231
7617,1845,4277,36,Pobednik,Finale,71,241,4277
7618,3754,412,47,Nereseno,Samostoen,75,30,null
7619,3972,870,16,Pobednik,Finale,19,169,870
7620,4708,2965,12,Nereseno,Kvalifikacii,76,245,null
7621,1506,2912,13,Pobednik,Polufinale,80,2,2912
7622,5026,1130,13,Pobednik,Finale,38,18,1130
7623,1293,4354,7,Pobednik,Samostoen,22,138,1293
7624,4497,1313,29,Pobednik,Finale,57,174,4497
7625,636,2133,6,Pobednik,Polufinale,67,182,2133
7626,4417,4725,31,Pobednik,Finale,41,34,4417
7627,590,1438,50,Pobednik,Kvalifikacii,79,154,1438
7628,3622,3478,49,Nereseno,CetvrtFinale,24,87,null
7629,2357,3249,41,Nereseno,Samostoen,52,184,null
7630,1657,5001,26,Nereseno,CetvrtFinale,13,226,null
7631,860,1054,24,Pobednik,CetvrtFinale,70,52,1054
7632,1719,2627,41,Pobednik,CetvrtFinale,59,189,2627
7633,4257,3870,12,Nereseno,Finale,66,247,null
7634,4374,3124,39,Pobednik,Polufinale,69,232,4374
7635,3488,1131,3,Nereseno,Samostoen,13,203,null
7636,994,1530,9,Nereseno,Finale,80,146,null
7637,2149,1557,25,Nereseno,Finale,37,165,null
7638,3418,4147,14,Nereseno,Samostoen,48,244,null
7639,4147,1960,33,Pobednik,Polufinale,61,186,4147
7640,527,2998,30,Nereseno,Finale,60,71,null
7641,2731,742,28,Nereseno,Polufinale,55,162,null
7642,1250,3141,43,Nereseno,Finale,10,166,null
7643,1754,265,12,Nereseno,Samostoen,39,76,null
7644,2240,4862,35,Nereseno,CetvrtFinale,13,150,null
7645,1575,680,44,Pobednik,Polufinale,15,249,680
7646,1524,1339,39,Pobednik,Samostoen,72,196,1339
7647,820,2525,46,Pobednik,CetvrtFinale,22,190,820
7648,116,3678,3,Pobednik,CetvrtFinale,65,42,116
7649,1797,546,1,Nereseno,Polufinale,74,166,null
7650,3280,4052,36,Nereseno,Finale,25,174,null
7651,2645,4033,18,Nereseno,Samostoen,53,2,null
7652,2633,4499,39,Nereseno,CetvrtFinale,58,40,null
7653,3862,252,24,Nereseno,CetvrtFinale,50,83,null
7654,1700,1899,16,Pobednik,CetvrtFinale,79,69,1899
7655,2252,3865,17,Nereseno,Polufinale,52,131,null
7656,1699,2739,2,Nereseno,CetvrtFinale,78,27,null
7657,1898,3286,24,Pobednik,Finale,60,73,1898
7658,811,1256,22,Nereseno,Samostoen,70,17,null
7659,5134,2210,1,Pobednik,Polufinale,49,144,2210
7660,2655,649,5,Nereseno,Samostoen,27,26,null
7661,2477,3161,43,Pobednik,Samostoen,53,69,3161
7662,642,2163,28,Nereseno,CetvrtFinale,27,131,null
7663,1541,4657,13,Nereseno,CetvrtFinale,73,192,null
7664,271,2998,26,Pobednik,Samostoen,64,171,2998
7665,2120,602,36,Pobednik,Polufinale,64,52,602
7666,359,4535,7,Nereseno,Kvalifikacii,28,147,null
7667,2413,550,43,Pobednik,Samostoen,13,130,550
7668,1150,2980,48,Nereseno,Polufinale,18,41,null
7669,3092,454,18,Pobednik,Polufinale,76,176,454
7670,486,455,37,Nereseno,CetvrtFinale,30,178,null
7671,3858,1417,13,Nereseno,Polufinale,53,83,null
7672,507,2022,5,Pobednik,Finale,20,15,507
7673,2143,1471,30,Pobednik,Finale,62,171,2143
7674,4741,5097,12,Nereseno,Finale,58,78,null
7675,4986,1749,24,Nereseno,Finale,64,234,null
7676,2785,724,10,Nereseno,Finale,35,224,null
7677,2300,1289,5,Pobednik,CetvrtFinale,29,85,1289
7678,3516,4130,38,Nereseno,Samostoen,10,28,null
7679,1948,432,5,Pobednik,Kvalifikacii,14,74,432
7680,2031,1865,48,Pobednik,Kvalifikacii,24,93,2031
7681,1487,2812,50,Pobednik,CetvrtFinale,28,196,2812
7682,4755,3540,22,Nereseno,Polufinale,66,169,null
7683,4483,3954,11,Pobednik,Kvalifikacii,64,127,3954
7684,1639,4824,9,Nereseno,Kvalifikacii,16,242,null
7685,3689,3239,18,Pobednik,Polufinale,66,186,3689
7686,4904,2501,39,Nereseno,Polufinale,68,203,null
7687,4130,2616,11,Pobednik,Kvalifikacii,80,183,4130
7688,959,570,25,Pobednik,Finale,25,172,959
7689,5011,476,22,Nereseno,CetvrtFinale,52,199,null
7690,908,3240,6,Pobednik,Samostoen,74,205,3240
7691,3639,1125,26,Nereseno,Polufinale,17,4,null
7692,3221,4549,40,Pobednik,Finale,61,34,4549
7693,345,1392,36,Pobednik,Kvalifikacii,44,146,1392
7694,2495,2590,50,Nereseno,Finale,61,235,null
7695,4680,624,40,Nereseno,Samostoen,45,191,null
7696,2968,2927,5,Pobednik,Kvalifikacii,10,5,2927
7697,1913,5076,20,Pobednik,Samostoen,10,9,5076
7698,4179,428,42,Nereseno,Finale,70,245,null
7699,3616,4266,27,Pobednik,Kvalifikacii,25,137,3616
7700,2569,3212,7,Pobednik,Kvalifikacii,64,39,2569
7701,2308,4043,24,Pobednik,Finale,54,159,4043
7702,4899,2682,50,Nereseno,Kvalifikacii,19,238,null
7703,1705,2345,2,Nereseno,Polufinale,56,140,null
7704,4030,3874,15,Pobednik,Finale,35,117,3874
7705,1413,2972,4,Pobednik,Finale,41,62,2972
7706,2935,173,2,Nereseno,Finale,20,145,null
7707,1400,4237,31,Nereseno,Samostoen,72,132,null
7708,191,1082,31,Pobednik,Polufinale,10,249,1082
7709,3121,4801,16,Nereseno,Samostoen,28,187,null
7710,3805,2519,14,Nereseno,Finale,37,193,null
7711,4899,5082,48,Nereseno,CetvrtFinale,22,43,null
7712,4996,4533,28,Nereseno,Finale,31,192,null
7713,2282,2874,17,Nereseno,Polufinale,21,191,null
7714,3246,1413,12,Nereseno,Kvalifikacii,28,173,null
7715,4027,2318,8,Pobednik,Finale,71,137,4027
7716,2558,2676,47,Pobednik,Finale,19,184,2558
7717,4090,4285,8,Nereseno,Finale,62,21,null
7718,2115,4923,33,Pobednik,Samostoen,16,24,4923
7719,2733,562,16,Pobednik,CetvrtFinale,64,207,562
7720,1037,1563,3,Pobednik,CetvrtFinale,65,167,1563
7721,4637,4554,21,Pobednik,Kvalifikacii,69,101,4637
7722,2408,1960,11,Pobednik,Polufinale,25,223,1960
7723,4847,617,27,Nereseno,Finale,73,2,null
7724,5016,1675,17,Nereseno,Kvalifikacii,18,124,null
7725,744,2518,24,Nereseno,Kvalifikacii,55,183,null
7726,4890,385,25,Nereseno,Samostoen,38,4,null
7727,5112,4269,42,Nereseno,Kvalifikacii,16,151,null
7728,1244,1925,30,Pobednik,Finale,41,228,1925
7729,3900,752,16,Pobednik,CetvrtFinale,61,242,752
7730,583,2039,8,Nereseno,Polufinale,51,110,null
7731,1840,1081,12,Pobednik,CetvrtFinale,53,205,1081
