ID,brPrijava,KorisnikID,NastanID,Status
8822,Zambia_2024:8822,2622,46,Neaktiven
8823,United Arab Emirates_2022:8823,2541,104,Neaktiven
8824,Singapore_2024:8824,466,82,Aktiven
8825,Montenegro_2022:8825,756,65,Neaktiven
8826,China_2023:8826,5162,64,Neaktiven
8827,Lithuania_2023:8827,4293,95,Neaktiven
8828,Cuba_2023:8828,627,54,Pending
8829,Estonia_2024:8829,4239,33,Aktiven
8830,Kenya_2025:8830,1237,66,Pending
8831,Algeria_2021:8831,2440,78,Pending
8832,Austria_2024:8832,4549,93,Aktiven
8833,Estonia_2024:8833,1934,33,Aktiven
8834,Albania_2021:8834,1135,60,Pending
8835,Zambia_2022:8835,4780,102,Neaktiven
8836,Latvia_2021:8836,4933,47,Aktiven
8837,Serbia_2020:8837,1600,77,Aktiven
8838,Algeria_2021:8838,721,78,Neaktiven
8839,Colombia_2022:8839,702,84,Neaktiven
8840,Mongolia_2023:8840,988,37,Neaktiven
8841,Faroe Islands_2021:8841,3926,16,Neaktiven
8842,Montenegro_2022:8842,1228,96,Aktiven
8843,United States _2020:8843,150,5,Pending
8844,Nepal_2021:8844,4733,108,Pending
8845,France_2023:8845,55,13,Neaktiven
8846,Colombia_2021:8846,3438,50,Aktiven
8847,Nepal_2021:8847,4560,108,Pending
8848,Norway_2022:8848,2802,75,Aktiven
8849,Croatia_2020:8849,5157,22,Aktiven
8850,Chile_2023:8850,4415,41,Aktiven
8851,Canada_2021:8851,4201,8,Pending
8852,Estonia_2024:8852,4840,33,Aktiven
8853,Latvia_2021:8853,597,47,Pending
8854,Malta_2021:8854,1758,24,Neaktiven
8855,New Zealand_2021:8855,1246,52,Neaktiven
8856,Italy_2024:8856,4233,86,Aktiven
8857,Great Britain_2023:8857,3840,98,Aktiven
8858,Israel_2021:8858,2185,59,Aktiven
8859,Romania_2020:8859,4939,10,Aktiven
8860,Macedonia_2023:8860,4122,19,Aktiven
8861,Greece_2020:8861,3449,40,Aktiven
8862,Colombia_2023:8862,381,72,Aktiven
8863,Georgia_2021:8863,4257,7,Aktiven
8864,Zimbabwe_2022:8864,1432,30,Neaktiven
8865,Venezuela_2024:8865,1957,44,Pending
8866,Scotland_2022:8866,4778,87,Neaktiven
8867,Colombia_2021:8867,5037,50,Aktiven
8868,Mongolia_2023:8868,2787,37,Pending
8869,Morocco_2024:8869,2923,3,Neaktiven
8870,Sweden_2024:8870,3387,73,Neaktiven
8871,Faroe Islands_2021:8871,3427,16,Aktiven
8872,Honduras_2024:8872,300,39,Pending
8873,Denmark_2021:8873,1435,21,Aktiven
8874,Kosovo_2023:8874,1202,17,Pending
8875,Serbia_2020:8875,2650,77,Neaktiven
8876,Turkey_2021:8876,1309,2,Pending
8877,Kazakhstan_2024:8877,2264,106,Neaktiven
8878,Portugal_2022:8878,1144,103,Pending
8879,Albania_2020:8879,4585,70,Aktiven
8880,Kosovo_2023:8880,4774,17,Pending
8881,Iran_2020:8881,2458,6,Neaktiven
8882,Austria_2024:8882,2319,93,Pending
8883,Singapore_2021:8883,726,20,Neaktiven
8884,Albania_2023:8884,4319,15,Pending
8885,Panama_2022:8885,1992,62,Pending
8886,Northern Ireland_2023:8886,2497,71,Aktiven
8887,Norway_2022:8887,1722,75,Neaktiven
8888,Morocco_2020:8888,2014,23,Neaktiven
8889,Trinidad and Tobago_2023:8889,2981,67,Neaktiven
8890,Kazakhstan_2024:8890,2284,106,Pending
8891,Canada_2021:8891,3704,8,Neaktiven
8892,Morocco_2023:8892,2485,101,Neaktiven
8893,Lithuania_2023:8893,4763,95,Neaktiven
8894,Philippines_2025:8894,2778,11,Pending
8895,Serbia_2020:8895,3442,77,Aktiven
8896,Montenegro_2022:8896,4328,96,Neaktiven
8897,Albania_2021:8897,627,60,Aktiven
8898,Germany_2025:8898,1788,55,Aktiven
8899,Pakistan_2022:8899,886,28,Neaktiven
8900,Honduras_2024:8900,2995,39,Aktiven
8901,Canada_2021:8901,4887,8,Neaktiven
8902,Northern Ireland_2022:8902,4670,12,Neaktiven
8903,Zambia_2022:8903,755,102,Aktiven
8904,Philippines_2024:8904,543,1,Pending
8905,Portugal_2023:8905,1824,110,Aktiven
8906,Faroe Islands_2021:8906,2488,16,Neaktiven
8907,Romania_2020:8907,2982,10,Pending
8908,France_2023:8908,2165,13,Neaktiven
8909,Algeria_2021:8909,3694,78,Pending
8910,Zambia_2022:8910,4956,102,Aktiven
8911,Mongolia_2023:8911,1962,37,Pending
8912,Italy_2024:8912,1870,86,Pending
8913,Albania_2023:8913,1137,15,Pending
8914,Scotland_2022:8914,4090,87,Neaktiven
8915,Malta_2021:8915,2968,24,Aktiven
8916,Mexico_2023:8916,384,74,Pending
8917,Iran_2020:8917,4523,6,Aktiven
8918,Mongolia_2023:8918,1639,37,Pending
8919,Hungary_2024:8919,399,85,Pending
8920,Serbia_2020:8920,3500,77,Aktiven
8921,Sweden_2024:8921,1180,73,Pending
8922,Bangladesh_2021:8922,2757,29,Aktiven
8923,Russia_2020:8923,2176,9,Pending
8924,Israel_2021:8924,4979,91,Aktiven
8925,Sweden_2024:8925,1568,73,Aktiven
8926,Canada_2021:8926,662,8,Aktiven
8927,Dominican Republic_2023:8927,686,48,Neaktiven
8928,Great Britain_2021:8928,2639,53,Neaktiven
8929,Germany_2021:8929,2076,36,Aktiven
8930,Montenegro_2022:8930,1127,96,Pending
8931,Georgia_2021:8931,4970,7,Aktiven
8932,Australia_2020:8932,1147,105,Pending
8933,Israel_2021:8933,4144,59,Aktiven
8934,Great Britain_2021:8934,1931,53,Aktiven
8935,Russia_2020:8935,81,9,Aktiven
8936,Serbia_2020:8936,100,77,Pending
8937,Northern Ireland_2021:8937,2601,76,Aktiven
8938,Estonia_2024:8938,656,33,Pending
8939,Germany_2025:8939,2390,55,Aktiven
8940,Azerbaijan_2020:8940,4189,56,Aktiven
8941,Norway_2023:8941,4347,97,Neaktiven
8942,New Zealand_2021:8942,3846,58,Aktiven
8943,Hungary_2024:8943,2454,85,Neaktiven
8944,Colombia_2023:8944,1572,72,Neaktiven
8945,Venezuela_2025:8945,1350,34,Pending
8946,Morocco_2020:8946,5017,23,Neaktiven
8947,Montenegro_2022:8947,4889,96,Pending
8948,New Zealand_2021:8948,603,94,Neaktiven
8949,Greece_2020:8949,2387,40,Neaktiven
8950,Great Britain_2023:8950,1179,98,Pending
8951,United Arab Emirates_2022:8951,457,104,Aktiven
8952,Canada_2021:8952,4393,8,Pending
8953,Barbados_2024:8953,2771,49,Neaktiven
8954,Northern Ireland_2022:8954,2145,12,Aktiven
8955,Germany_2025:8955,2917,55,Pending
8956,Portugal_2023:8956,796,110,Neaktiven
8957,China_2022:8957,3856,107,Neaktiven
8958,Estonia_2024:8958,505,33,Pending
8959,Croatia_2020:8959,2541,22,Neaktiven
8960,Georgia_2023:8960,3276,51,Neaktiven
8961,India_2021:8961,3875,92,Aktiven
8962,Northern Ireland_2022:8962,3931,12,Pending
8963,Nicaragua_2021:8963,3183,81,Aktiven
8964,Nicaragua_2021:8964,331,81,Aktiven
8965,Israel_2021:8965,4027,91,Pending
8966,Malta_2021:8966,609,24,Aktiven
8967,Albania_2020:8967,43,70,Pending
8968,Chile_2023:8968,4305,41,Neaktiven
8969,Ireland_2024:8969,2359,83,Pending
8970,Pakistan_2022:8970,278,28,Aktiven
8971,Norway_2023:8971,3409,97,Aktiven
8972,Austria_2021:8972,40,109,Pending
8973,Nicaragua_2021:8973,4209,81,Pending
8974,Germany_2021:8974,3566,36,Aktiven
8975,Scotland_2022:8975,1043,87,Aktiven
8976,Cuba_2023:8976,3499,54,Aktiven
8977,Ukraine_2021:8977,5056,27,Aktiven
8978,Israel_2021:8978,3532,91,Pending
8979,India_2021:8979,2171,92,Aktiven
8980,Russia_2020:8980,4497,9,Aktiven
8981,Portugal_2025:8981,2748,35,Neaktiven
8982,China_2023:8982,2530,64,Neaktiven
8983,Venezuela_2024:8983,1558,44,Pending
8984,Singapore_2020:8984,2856,25,Pending
8985,Norway_2023:8985,5133,97,Pending
8986,Chile_2023:8986,988,41,Neaktiven
8987,Turkey_2021:8987,1959,2,Neaktiven
8988,Northern Ireland_2023:8988,2564,71,Neaktiven
8989,Northern Ireland_2023:8989,1809,71,Pending
8990,Seychelles_2024:8990,2426,88,Pending
8991,Kosovo_2023:8991,4865,17,Pending
8992,Romania_2020:8992,4118,10,Aktiven
8993,Israel_2021:8993,4048,59,Pending
8994,Netherlands_2023:8994,1128,89,Aktiven
8995,Latvia_2021:8995,4032,47,Aktiven
8996,Hungary_2024:8996,303,85,Neaktiven
8997,Israel_2021:8997,3230,59,Pending
8998,Spain_2021:8998,5152,68,Aktiven
8999,Serbia_2020:8999,4314,77,Aktiven
9000,India_2020:9000,3606,38,Pending
9001,Cuba_2023:9001,401,31,Pending
9002,Zimbabwe_2025:9002,793,4,Neaktiven
9003,Latvia_2021:9003,4925,47,Aktiven
9004,Latvia_2021:9004,2753,47,Aktiven
9005,Romania_2020:9005,4606,10,Neaktiven
9006,Turkey_2021:9006,2195,2,Pending
9007,Switzerland_2025:9007,2648,45,Pending
9008,United Arab Emirates_2022:9008,2083,104,Neaktiven
9009,Scotland_2022:9009,4063,87,Pending
9010,Portugal_2023:9010,3897,110,Pending
9011,Kazakhstan_2023:9011,4056,80,Neaktiven
9012,Nepal_2021:9012,4564,108,Aktiven
9013,Kenya_2022:9013,4650,18,Neaktiven
9014,Mexico_2023:9014,1902,74,Pending
9015,Malta_2021:9015,2296,24,Neaktiven
9016,New Zealand_2021:9016,4040,94,Neaktiven
9017,Lithuania_2023:9017,4130,95,Aktiven
9018,Venezuela_2025:9018,3875,34,Aktiven
9019,Honduras_2024:9019,1315,39,Aktiven
9020,Switzerland_2025:9020,1170,45,Aktiven
9021,Singapore_2020:9021,700,25,Neaktiven
9022,Portugal_2022:9022,1799,103,Neaktiven
9023,Albania_2020:9023,996,70,Aktiven
9024,Spain_2021:9024,545,68,Aktiven
9025,Colombia_2022:9025,1264,84,Aktiven
9026,Venezuela_2025:9026,4639,34,Aktiven
9027,Georgia_2023:9027,679,51,Pending
9028,Singapore_2020:9028,3399,25,Neaktiven
9029,Faroe Islands_2021:9029,35,16,Aktiven
9030,Belgium_2023:9030,255,61,Neaktiven
9031,Ukraine_2021:9031,4369,27,Pending
9032,Germany_2021:9032,4890,36,Aktiven
9033,Turkey_2021:9033,3913,2,Neaktiven
9034,Israel_2021:9034,35,59,Pending
9035,Argentina_2021:9035,2812,42,Pending
9036,Barbados_2024:9036,3190,79,Aktiven
9037,New Zealand_2021:9037,2479,58,Aktiven
9038,Germany_2021:9038,4698,36,Neaktiven
9039,Russia_2020:9039,2694,9,Neaktiven
9040,Denmark_2021:9040,649,21,Aktiven
9041,Scotland_2022:9041,3336,87,Pending
9042,Croatia_2020:9042,1444,22,Neaktiven
9043,Great Britain_2023:9043,2589,98,Pending
9044,Montenegro_2022:9044,2724,65,Neaktiven
9045,Colombia_2023:9045,2458,72,Aktiven
9046,Israel_2021:9046,1435,59,Pending
9047,Sweden_2024:9047,4458,73,Neaktiven
9048,Venezuela_2024:9048,1996,44,Pending
9049,Scotland_2022:9049,3743,87,Neaktiven
9050,Zambia_2022:9050,4661,102,Neaktiven
9051,Scotland_2022:9051,2975,87,Aktiven
9052,Romania_2020:9052,3411,10,Neaktiven
9053,Iran_2020:9053,2283,6,Neaktiven
9054,Netherlands_2023:9054,2198,89,Aktiven
9055,Philippines_2024:9055,3550,1,Pending
9056,Chile_2023:9056,4407,41,Aktiven
9057,France_2023:9057,3284,13,Aktiven
9058,Barbados_2024:9058,2626,49,Aktiven
9059,Serbia_2020:9059,2096,77,Aktiven
9060,Finland_2024:9060,2871,63,Neaktiven
9061,Philippines_2024:9061,305,1,Neaktiven
9062,Ireland_2024:9062,1156,83,Neaktiven
9063,Italy_2024:9063,5142,86,Neaktiven
9064,Morocco_2024:9064,2194,3,Pending
9065,Azerbaijan_2020:9065,38,56,Pending
9066,Zimbabwe_2025:9066,2896,4,Neaktiven
9067,Argentina_2021:9067,444,42,Aktiven
9068,Barbados_2024:9068,1043,79,Pending
9069,Turkey_2021:9069,4374,2,Aktiven
9070,Montenegro_2022:9070,991,96,Aktiven
9071,Spain_2021:9071,3401,68,Pending
9072,Albania_2020:9072,4303,70,Neaktiven
9073,Great Britain_2021:9073,5126,53,Aktiven
9074,Venezuela_2025:9074,4554,34,Neaktiven
9075,Bangladesh_2021:9075,3917,90,Aktiven
9076,Israel_2021:9076,702,59,Aktiven
9077,Latvia_2021:9077,4650,47,Neaktiven
9078,Northern Ireland_2022:9078,3015,12,Aktiven
9079,Kenya_2022:9079,1696,18,Neaktiven
9080,Dominican Republic_2023:9080,3348,48,Pending
9081,Denmark_2021:9081,4426,21,Aktiven
9082,Montenegro_2022:9082,2092,65,Aktiven
9083,Montenegro_2022:9083,2410,65,Pending
9084,Ireland_2024:9084,2817,83,Pending
9085,Israel_2021:9085,2558,91,Aktiven
9086,Italy_2024:9086,1885,86,Neaktiven
9087,Latvia_2021:9087,1190,47,Neaktiven
9088,Botswana_2020:9088,78,100,Aktiven
9089,Barbados_2024:9089,2356,49,Neaktiven
9090,Cuba_2023:9090,421,99,Pending
9091,Switzerland_2025:9091,3934,45,Neaktiven
9092,Kosovo_2023:9092,1666,17,Aktiven
9093,Trinidad and Tobago_2023:9093,3002,67,Pending
9094,Portugal_2022:9094,156,103,Pending
9095,Northern Ireland_2021:9095,2019,76,Pending
9096,India_2020:9096,544,38,Pending
9097,Nicaragua_2021:9097,3009,81,Aktiven
9098,Colombia_2022:9098,3404,84,Neaktiven
9099,Philippines_2025:9099,1564,11,Pending
9100,Croatia_2020:9100,3378,22,Pending
9101,Colombia_2021:9101,22,50,Neaktiven
9102,Honduras_2024:9102,4711,39,Pending
9103,Zambia_2024:9103,1610,46,Aktiven
9104,Chile_2023:9104,173,41,Aktiven
9105,Sweden_2024:9105,2969,73,Aktiven
9106,Spain_2021:9106,4385,68,Neaktiven
9107,Lithuania_2023:9107,2435,95,Pending
9108,Estonia_2023:9108,4120,69,Aktiven
9109,Zambia_2024:9109,1601,46,Pending
9110,Montenegro_2022:9110,1271,65,Aktiven
9111,Zambia_2022:9111,3021,102,Aktiven
9112,Singapore_2021:9112,5067,20,Neaktiven
9113,United States _2020:9113,5095,5,Pending
9114,Albania_2020:9114,1487,70,Neaktiven
9115,Singapore_2024:9115,1998,82,Neaktiven
9116,Colombia_2023:9116,89,72,Pending
9117,Colombia_2023:9117,3609,72,Pending
9118,Cuba_2023:9118,1905,99,Neaktiven
9119,Malta_2021:9119,2521,24,Pending
9120,Northern Ireland_2023:9120,2555,71,Pending
9121,Philippines_2024:9121,652,1,Pending
9122,Denmark_2021:9122,3341,21,Neaktiven
9123,Italy_2024:9123,1776,86,Pending
9124,India_2021:9124,1967,92,Neaktiven
9125,Romania_2020:9125,682,10,Neaktiven
9126,Ireland_2024:9126,1526,83,Neaktiven
9127,Northern Ireland_2022:9127,4460,12,Neaktiven
9128,Algeria_2021:9128,4002,78,Neaktiven
9129,Scotland_2022:9129,5084,87,Neaktiven
9130,India_2021:9130,4557,92,Neaktiven
9131,Singapore_2021:9131,2775,20,Neaktiven
9132,Venezuela_2025:9132,4089,34,Aktiven
9133,Colombia_2021:9133,625,50,Aktiven
9134,Mexico_2023:9134,4404,74,Pending
9135,Great Britain_2023:9135,1220,98,Pending
9136,Barbados_2024:9136,3258,49,Aktiven
9137,Northern Ireland_2021:9137,2490,76,Aktiven
9138,Cuba_2023:9138,1051,31,Neaktiven
9139,Greece_2020:9139,1620,40,Pending
9140,Australia_2020:9140,2753,105,Aktiven
9141,Italy_2024:9141,1071,86,Neaktiven
9142,Philippines_2025:9142,3123,11,Aktiven
9143,Suriname_2023:9143,4606,26,Aktiven
9144,Austria_2021:9144,3258,109,Pending
9145,Northern Ireland_2021:9145,491,76,Neaktiven
9146,Kazakhstan_2024:9146,217,106,Aktiven
9147,Singapore_2024:9147,4665,82,Aktiven
9148,New Zealand_2021:9148,4640,52,Neaktiven
9149,Kazakhstan_2024:9149,885,106,Neaktiven
9150,Greece_2020:9150,1411,40,Aktiven
9151,Panama_2022:9151,1274,62,Aktiven
9152,Macedonia_2023:9152,562,19,Aktiven
9153,Zimbabwe_2022:9153,1056,30,Pending
9154,Trinidad and Tobago_2023:9154,2775,67,Aktiven
9155,Kazakhstan_2024:9155,4373,106,Pending
9156,Romania_2020:9156,4140,10,Aktiven
9157,Sri Lanka_2024:9157,2458,57,Pending
9158,Argentina_2021:9158,1653,42,Pending
9159,Malta_2021:9159,4288,24,Aktiven
9160,Zambia_2024:9160,1345,46,Neaktiven
9161,Montenegro_2022:9161,3891,96,Aktiven
9162,Kenya_2022:9162,5000,18,Aktiven
9163,Faroe Islands_2021:9163,4325,16,Pending
9164,Chile_2023:9164,617,41,Aktiven
9165,Cuba_2023:9165,2462,99,Pending
9166,Botswana_2020:9166,4050,100,Pending
9167,Algeria_2021:9167,1903,78,Neaktiven
9168,Chile_2023:9168,4490,41,Neaktiven
9169,Zambia_2022:9169,2925,102,Neaktiven
9170,China_2022:9170,4102,107,Aktiven
9171,Zimbabwe_2022:9171,5109,30,Pending
9172,Estonia_2023:9172,1288,69,Pending
9173,Zambia_2024:9173,2308,46,Aktiven
9174,China_2023:9174,5023,64,Neaktiven
9175,Malta_2021:9175,1622,24,Aktiven
9176,Serbia_2020:9176,3658,77,Pending
9177,Colombia_2022:9177,2824,84,Neaktiven
9178,Portugal_2025:9178,101,35,Pending
9179,Montenegro_2022:9179,572,65,Pending
9180,women's_2022:9180,4984,32,Neaktiven
9181,Zambia_2022:9181,187,102,Pending
9182,Faroe Islands_2021:9182,4906,16,Neaktiven
9183,Spain_2021:9183,192,68,Neaktiven
9184,Suriname_2023:9184,618,26,Aktiven
9185,Lithuania_2023:9185,904,95,Pending
9186,United States _2020:9186,3902,5,Pending
9187,Great Britain_2021:9187,3131,53,Aktiven
9188,Zimbabwe_2025:9188,1810,4,Aktiven
9189,Greece_2020:9189,3695,40,Neaktiven
9190,Switzerland_2025:9190,805,45,Pending
9191,Singapore_2021:9191,4013,20,Pending
9192,Kenya_2022:9192,3968,18,Pending
9193,Lithuania_2023:9193,911,95,Aktiven
9194,Austria_2024:9194,2266,93,Pending
9195,New Zealand_2021:9195,2853,52,Pending
9196,Mongolia_2023:9196,3330,37,Neaktiven
9197,Norway_2022:9197,5077,75,Neaktiven
9198,Bangladesh_2021:9198,2160,29,Pending
9199,Panama_2022:9199,4831,62,Neaktiven
9200,Colombia_2023:9200,1191,72,Pending
9201,Kenya_2025:9201,2015,66,Pending
9202,Germany_2025:9202,2528,55,Pending
9203,Colombia_2023:9203,872,72,Neaktiven
9204,Pakistan_2022:9204,2223,28,Pending
9205,Latvia_2021:9205,4663,47,Pending
9206,Honduras_2024:9206,2791,39,Pending
9207,Macedonia_2023:9207,4992,19,Pending
9208,Canada_2021:9208,1969,8,Aktiven
9209,China_2023:9209,714,64,Aktiven
9210,Norway_2023:9210,569,97,Neaktiven
9211,Portugal_2025:9211,2724,35,Aktiven
9212,Italy_2024:9212,2945,86,Neaktiven
9213,Romania_2020:9213,308,10,Aktiven
9214,Kosovo_2023:9214,2839,17,Aktiven
9215,Colombia_2023:9215,3478,72,Aktiven
9216,Norway_2022:9216,3145,75,Neaktiven
9217,Serbia_2020:9217,3207,77,Aktiven
9218,women's_2022:9218,401,32,Aktiven
9219,Honduras_2024:9219,4726,39,Aktiven
9220,Philippines_2024:9220,2959,1,Aktiven
9221,Great Britain_2023:9221,1918,98,Pending
9222,Lebanon_2020:9222,2551,14,Pending
9223,Italy_2024:9223,805,86,Pending
9224,Singapore_2024:9224,2711,82,Aktiven
9225,Zambia_2024:9225,4745,46,Pending
9226,Zambia_2024:9226,207,46,Pending
9227,Norway_2023:9227,4027,97,Pending
9228,New Zealand_2021:9228,4014,52,Pending
9229,Colombia_2021:9229,1474,50,Pending
9230,Zimbabwe_2025:9230,1447,4,Pending
9231,Finland_2024:9231,2704,63,Pending
9232,Kenya_2022:9232,4761,18,Pending
9233,Dominican Republic_2023:9233,2155,48,Neaktiven
9234,Morocco_2020:9234,970,23,Neaktiven
9235,Honduras_2024:9235,1377,39,Pending
9236,Estonia_2024:9236,4384,33,Pending
9237,India_2021:9237,4108,92,Aktiven
9238,New Zealand_2021:9238,2256,58,Pending
9239,United States _2020:9239,5159,5,Aktiven
9240,Latvia_2021:9240,3259,47,Aktiven
9241,Barbados_2024:9241,4547,79,Aktiven
9242,Lithuania_2023:9242,3722,95,Aktiven
9243,Zambia_2024:9243,2353,46,Neaktiven
9244,Montenegro_2022:9244,1113,96,Pending
9245,Zimbabwe_2025:9245,310,4,Pending
9246,United States _2020:9246,4121,5,Aktiven
9247,Barbados_2024:9247,240,79,Pending
9248,Portugal_2023:9248,2754,110,Aktiven
9249,Singapore_2024:9249,4541,82,Pending
9250,Sweden_2024:9250,1451,73,Aktiven
9251,women's_2022:9251,3846,32,Pending
9252,Panama_2022:9252,4324,62,Aktiven
9253,Panama_2022:9253,3384,62,Pending
9254,Trinidad and Tobago_2023:9254,808,67,Pending
9255,Argentina_2021:9255,2756,42,Pending
9256,Netherlands_2023:9256,4666,89,Aktiven
9257,Kenya_2025:9257,5070,66,Pending
9258,Austria_2021:9258,4269,109,Neaktiven
9259,Portugal_2022:9259,4160,103,Aktiven
9260,Albania_2021:9260,2720,60,Neaktiven
9261,Bangladesh_2021:9261,66,90,Aktiven
9262,Philippines_2024:9262,4655,1,Pending
9263,Switzerland_2025:9263,4963,45,Pending
9264,Mongolia_2023:9264,1730,37,Aktiven
9265,Ireland_2020:9265,3537,43,Neaktiven
9266,Sri Lanka_2024:9266,4341,57,Neaktiven
9267,Kenya_2022:9267,2909,18,Aktiven
9268,Zambia_2024:9268,428,46,Neaktiven
9269,Algeria_2021:9269,3633,78,Pending
9270,Northern Ireland_2023:9270,2548,71,Aktiven
9271,Pakistan_2022:9271,58,28,Neaktiven
9272,Azerbaijan_2020:9272,1184,56,Neaktiven
9273,Belgium_2023:9273,634,61,Neaktiven
9274,Northern Ireland_2022:9274,4892,12,Aktiven
9275,Lebanon_2020:9275,137,14,Aktiven
9276,Faroe Islands_2021:9276,3023,16,Neaktiven
9277,Great Britain_2021:9277,1943,53,Neaktiven
9278,Mexico_2023:9278,3327,74,Aktiven
9279,Portugal_2022:9279,1535,103,Aktiven
9280,Trinidad and Tobago_2023:9280,1318,67,Aktiven
9281,Portugal_2025:9281,3490,35,Pending
9282,Zambia_2022:9282,2491,102,Neaktiven
9283,Northern Ireland_2021:9283,4458,76,Aktiven
9284,United States _2020:9284,2785,5,Pending
9285,Venezuela_2025:9285,2104,34,Neaktiven
9286,Faroe Islands_2021:9286,377,16,Neaktiven
9287,Panama_2022:9287,2704,62,Pending
9288,Norway_2023:9288,1575,97,Neaktiven
9289,Faroe Islands_2021:9289,5144,16,Aktiven
9290,Azerbaijan_2020:9290,3596,56,Aktiven
9291,Great Britain_2021:9291,1733,53,Pending
9292,Morocco_2020:9292,1369,23,Aktiven
9293,India_2020:9293,1757,38,Pending
9294,Norway_2023:9294,681,97,Neaktiven
9295,United States _2020:9295,2305,5,Aktiven
9296,Sri Lanka_2024:9296,3694,57,Neaktiven
9297,women's_2022:9297,1736,32,Aktiven
9298,Canada_2021:9298,2420,8,Pending
9299,Barbados_2024:9299,3833,49,Aktiven
9300,Botswana_2020:9300,3155,100,Pending
9301,Israel_2021:9301,1817,59,Pending
9302,Trinidad and Tobago_2023:9302,3270,67,Neaktiven
9303,Pakistan_2022:9303,1189,28,Neaktiven
9304,Venezuela_2024:9304,2128,44,Pending
9305,Singapore_2020:9305,417,25,Pending
9306,Turkey_2021:9306,2877,2,Aktiven
9307,Georgia_2021:9307,1887,7,Neaktiven
9308,Germany_2025:9308,1592,55,Pending
9309,Zimbabwe_2022:9309,3067,30,Aktiven
9310,Portugal_2023:9310,3277,110,Neaktiven
9311,Colombia_2022:9311,2915,84,Neaktiven
9312,India_2020:9312,3666,38,Aktiven
9313,Dominican Republic_2023:9313,1001,48,Aktiven
9314,Trinidad and Tobago_2023:9314,4786,67,Pending
9315,Estonia_2024:9315,2775,33,Aktiven
9316,Netherlands_2023:9316,3590,89,Neaktiven
9317,Portugal_2023:9317,3936,110,Pending
9318,Northern Ireland_2022:9318,2403,12,Neaktiven
9319,Spain_2021:9319,2998,68,Pending
9320,Zambia_2024:9320,1090,46,Neaktiven
9321,Philippines_2025:9321,375,11,Neaktiven
9322,Germany_2025:9322,1870,55,Aktiven
9323,Kazakhstan_2023:9323,4023,80,Neaktiven
9324,Algeria_2021:9324,5042,78,Neaktiven
9325,Spain_2021:9325,3807,68,Aktiven
9326,New Zealand_2021:9326,3616,58,Aktiven
9327,China_2023:9327,4247,64,Neaktiven
9328,Zimbabwe_2022:9328,2020,30,Neaktiven
9329,Turkey_2021:9329,362,2,Pending
9330,Northern Ireland_2021:9330,3908,76,Aktiven
9331,Great Britain_2021:9331,184,53,Pending
9332,Switzerland_2025:9332,4995,45,Aktiven
9333,China_2023:9333,1657,64,Pending
9334,Kazakhstan_2023:9334,3070,80,Pending
9335,Macedonia_2023:9335,2131,19,Neaktiven
9336,Morocco_2020:9336,3369,23,Neaktiven
9337,Sri Lanka_2024:9337,403,57,Pending
9338,Ireland_2020:9338,4802,43,Pending
9339,Singapore_2024:9339,5089,82,Pending
9340,Pakistan_2022:9340,2658,28,Neaktiven
9341,Estonia_2023:9341,3317,69,Aktiven
9342,Great Britain_2021:9342,746,53,Pending
9343,Romania_2020:9343,4642,10,Aktiven
9344,United Arab Emirates_2022:9344,1124,104,Neaktiven
9345,Panama_2022:9345,2666,62,Neaktiven
9346,Venezuela_2025:9346,2228,34,Pending
9347,Croatia_2020:9347,1756,22,Pending
9348,Portugal_2023:9348,1192,110,Pending
9349,Italy_2024:9349,2405,86,Pending
9350,Turkey_2021:9350,3284,2,Aktiven
9351,Australia_2020:9351,2467,105,Pending
9352,Australia_2020:9352,3809,105,Neaktiven
9353,Faroe Islands_2021:9353,2409,16,Neaktiven
9354,Zimbabwe_2025:9354,3603,4,Aktiven
9355,Honduras_2024:9355,3489,39,Neaktiven
9356,Mongolia_2023:9356,4084,37,Pending
9357,Serbia_2020:9357,2689,77,Neaktiven
9358,Georgia_2021:9358,1575,7,Neaktiven
9359,Great Britain_2021:9359,1981,53,Aktiven
9360,Portugal_2023:9360,2609,110,Pending
9361,Singapore_2021:9361,819,20,Pending
9362,Philippines_2024:9362,3610,1,Pending
9363,Malta_2021:9363,1046,24,Neaktiven
9364,New Zealand_2021:9364,1608,58,Aktiven
9365,Bangladesh_2021:9365,2916,29,Pending
9366,Suriname_2023:9366,2709,26,Aktiven
9367,Italy_2024:9367,1231,86,Aktiven
9368,Cuba_2023:9368,3156,54,Neaktiven
9369,Spain_2021:9369,4367,68,Neaktiven
9370,Lithuania_2023:9370,981,95,Pending
9371,Estonia_2023:9371,3949,69,Aktiven
9372,Northern Ireland_2023:9372,3383,71,Neaktiven
9373,Spain_2021:9373,3702,68,Pending
9374,Scotland_2022:9374,4179,87,Aktiven
9375,Germany_2025:9375,2902,55,Aktiven
9376,Argentina_2021:9376,193,42,Neaktiven
9377,Pakistan_2022:9377,3244,28,Neaktiven
9378,Norway_2022:9378,4036,75,Aktiven
9379,China_2022:9379,1222,107,Pending
9380,Venezuela_2025:9380,3888,34,Aktiven
9381,Austria_2024:9381,1100,93,Aktiven
9382,Cuba_2023:9382,441,31,Pending
9383,Venezuela_2025:9383,3193,34,Pending
9384,Northern Ireland_2021:9384,5029,76,Neaktiven
9385,Colombia_2023:9385,252,72,Aktiven
9386,Zambia_2022:9386,3565,102,Pending
